car_id,model,year,mod,price,engine,power,box,trans,body
T87605457N,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
T12554358v,Kia Rio,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
h-9430035Y,volkswagen Polo VI,,,,,,,,
O22101080f,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
Q71887331L,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
q98465080J,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
g16521808T,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
h-1921200Q,Tesla Model 3,,,,,,,,
Y11727925P,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
q92431240q,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
A-1921611o,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
F-7066018m,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
J30439877U,volkswagen Polo VI,,,,,,,,
l76478248L,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
p36740787D,Smart ForTwo,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
t-3165089E,Kia Rio,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
t-1966351G,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
I-1759097y,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
v14951627H,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
I-5231243q,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
P-1509985h,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
Z71955553Q,Kia Rio,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
R-4978958a,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
i22644848F,Smart Coupe,,,,,,,,
y15813898N,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
y24799398d,Kia Rio,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
W-1602334H,Smart Coupe,,,,,,,,
P-2086663p,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
A-1952360y,volkswagen Polo VI,,,,,,,,
f11353067l,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
Z20404510i,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
z-1370671x,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
i-1641236y,Mercedes-Benz GLC,2019,2.0 9AT Premium,4690000,Бензин,197,Классический автомат,Полный,Внедорожник
q-2131513C,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
m10508273p,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
F-1309656v,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
X29439521Y,Smart Coupe,,,,,,,,
L56695370k,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
w-3360902w,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
Z12981419x,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
Z82302317n,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
u20627445L,Kia Rio,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
i-2063652a,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
D53387197K,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
T46205315a,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
o-1654709m,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
Y18898842Z,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
U-1438444g,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
B22148840H,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
p-7909067P,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
K82118402p,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
P-1904625Y,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
B63005670E,Smart ForTwo,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
a-1298983n,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
a-8447401l,Smart Coupe,,,,,,,,
i13565099o,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
f-1485816K,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
g15201375h,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
d-1056916g,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
w-8386823A,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
e14576423c,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
U15626570a,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
C16763454I,volkswagen Polo VI,,,,,,,,
p-1077837n,volkswagen Polo VI,,,,,,,,
x-1500687G,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
H22971297C,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
v99331575G,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
H-7693291w,Mercedes-Benz GLC,2019,2.0 9AT Premium,4690000,Бензин,197,Классический автомат,Полный,Внедорожник
f61114188C,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
B-3413598z,Smart Coupe,,,,,,,,
J-2163633P,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
c96131700J,volkswagen Polo VI,,,,,,,,
Q-1467343c,Smart ForTwo,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
K47229301D,Mini Cooper,2014,2.0 6AT,1950000,Бензин,231,Классический автомат,Передний,Хэтчбек
Y-1641594R,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
q33500226d,volkswagen Polo VI,,,,,,,,
x-8934991u,Smart Coupe,,,,,,,,
H41383708k,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
g91653716Y,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
C11147530X,MINI CooperSE,2014,2.0 6AT,1950000,Бензин,231,Классический автомат,Передний,Хэтчбек
u-2300894n,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
Q17527154g,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
m-2207671H,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
n21219044S,Volkswagen ID.4 ,,,,,,,,
Y-1909289A,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
n31468349R,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
r32178017j,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
q83106491d,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
w30595040m,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
x-1954941U,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
V-3403078z,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
a10804017l,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
Y11021530E,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
w-1503651B,volkswagen Polo VI,,,,,,,,
r-6945448j,BMW 320i,,,,,,,,
Z11816007p,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
x13838636N,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
t-1367911e,volkswagen Polo VI,,,,,,,,
v56255169f,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
B-4259316m,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
v-7924266I,Smart ForTwo,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
L12695976N,MINI CooperSE,2014,2.0 6AT,1950000,Бензин,231,Классический автомат,Передний,Хэтчбек
q-8187613B,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
e16015891b,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
x-5000537P,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
D-7880387d,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
H31712627R,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
f-7760435s,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
a-1602414F,Smart ForTwo,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
y-4993026F,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
a15377311f,Audi Q3,2014,1.4 6МT,2045000,Бензин,150,Механическая,Передний,Универсал
U-1696081V,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
s19224549D,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
w20823113G,Kia Rio,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
l-1349820J,MINI CooperSE,2014,2.0 6AT,1950000,Бензин,231,Классический автомат,Передний,Хэтчбек
R-2948274o,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
t16782318O,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
Y-1457465R,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
v-2144197C,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
x-2014093y,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
d-4591998F,Smart Coupe,,,,,,,,
r-2090723O,Smart Coupe,,,,,,,,
U-1191921E,Fiat 500,2015,1.4 6MT Lounge,990000,Бензин,100,Механическая,Передний,Хэтчбек
r-1970023T,volkswagen Polo VI,,,,,,,,
S-1674892M,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
G-2162452R,Fiat 500,2015,1.4 6MT Lounge,990000,Бензин,100,Механическая,Передний,Хэтчбек
A80378730d,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
u-1819284w,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
v-1209318r,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
p-3416801F,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
g11810192a,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
b46831044u,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
y22428950Y,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
v20100933V,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
d12165520i,Audi Q3,2014,1.4 6МT,2045000,Бензин,150,Механическая,Передний,Универсал
l-2243901f,Smart Coupe,,,,,,,,
m16922194d,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
t-1587546h,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
d86346817o,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
l79825102V,Smart Coupe,,,,,,,,
C-1658821I,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
n-2084367B,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
z19301567i,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
H-4823323i,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
n31353865P,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
i-1314717a,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
g88708259n,volkswagen Polo VI,,,,,,,,
M10208049m,Audi A4,2015,35 1.4 7AMT,2125000,Бензин,150,Робот с одним сцеплением,Передний,Седан
p10312031l,volkswagen Polo VI,,,,,,,,
j15820254t,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
b11219834D,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
g27845738D,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
a-2277951A,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
b-8541663W,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
c-1328664u,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
q-1501864D,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
P-2028474q,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
b-1943502r,Smart ForTwo,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
X13904036v,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
p22201009c,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
b-1731846p,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
m-1232449r,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
s73955878e,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
w21104807B,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
Y-8714590s,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
n-6604555n,volkswagen Polo VI,,,,,,,,
B20112755F,Smart ForTwo,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
r-1818598c,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
b48529290x,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
P91727327m,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
J20066002Q,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
P-2704218g,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
l-1379405m,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
C-1517922h,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
I-3302827r,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
t-2006618I,Audi A3,2016,35 1.4 7AMТ Premium,1645000,Бензин,150,Робот с одним сцеплением,Передний,Седан
E-6273926P,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
a10698807I,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
A15941630F,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
t-4403975D,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
R14388702V,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
j-9803131z,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
V-2042242Z,Smart ForTwo,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
Q-2229156F,Smart ForTwo,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
P17330852B,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
f11770501z,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
O-7679980f,MINI CooperSE,2014,2.0 6AT,1950000,Бензин,231,Классический автомат,Передний,Хэтчбек
d-4958292z,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
i24986996P,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
q96758261e,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
r15504196O,Smart Coupe,,,,,,,,
s-9164758n,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
R16339581p,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
Z92202314D,volkswagen Polo VI,,,,,,,,
A10851146v,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
Z49218892E,volkswagen Polo VI,,,,,,,,
Y10613935s,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
C-6633868m,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
R12442788C,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
N-2189109n,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
x-1111076W,volkswagen Polo VI,,,,,,,,
e23025129X,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
I-1847374X,volkswagen Polo VI,,,,,,,,
k15171262X,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
d-2112406w,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
x-1408552U,volkswagen Polo VI,,,,,,,,
Z34332118r,Smart Coupe,,,,,,,,
h-2930740k,Audi A4,2015,35 1.4 7AMT,2125000,Бензин,150,Робот с одним сцеплением,Передний,Седан
V-9728915a,volkswagen Polo VI,,,,,,,,
M17938835z,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
d42149834P,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
y37826050q,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
j-1349295E,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
I47319182n,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
f-1300760u,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
v14623001k,Smart Coupe,,,,,,,,
f-1863210S,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
t94682640x,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
L-6391483w,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
s18030533g,volkswagen Polo VI,,,,,,,,
I-3655411V,volkswagen Polo VI,,,,,,,,
Q-3432704o,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
d-3700930e,Kia Rio,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
R-1779027F,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
K-2177169P,Smart Coupe,,,,,,,,
B-1448242P,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
V-1493273B,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
Z-2128377r,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
j-1994836d,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
I-2255959U,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
P-2041199z,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
R15066591E,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
G10820921U,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
B-1357696S,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
h16279695K,Smart Coupe,,,,,,,,
R16902447f,Mini Cooper,2014,2.0 6AT,1950000,Бензин,231,Классический автомат,Передний,Хэтчбек
S-6684161s,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
h17861805G,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
S54723559F,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
C-1103176C,Smart Coupe,,,,,,,,
z41508842z,Skoda Rapid,2019,1.6 5MT Entry,847000,Бензин,90,Механическая,Передний,Хэтчбек
d16699323u,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
C17311656B,Kia Sportage,2018,2.0 6МТ Classic,1544900,Бензин,150,Механическая,Передний,Внедорожник
B37768184I,Audi A3,2016,35 1.4 7AMТ Premium,1645000,Бензин,150,Робот с одним сцеплением,Передний,Седан
f21340662W,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
z56003561k,Smart Coupe,,,,,,,,
F68295874Z,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
Q19307898c,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
D-1319701n,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
y-6093462X,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
q20118649S,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
Q10035994a,Smart Coupe,,,,,,,,
L-4452446Z,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
M-3227100t,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
B88120693S,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
m16516804p,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
P19653432E,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
x-1749702B,volkswagen Polo,2020,1.6 5MT Origin,877900,Бензин,90,Механическая,Передний,Лифтбэк
x13220328w,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
h17414658v,Smart ForFour,2014,1.0 5MT,890000,Бензин,71,Механическая,Задний,Хэтчбек
G-4985978n,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
b-7040874b,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
x58863702m,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
x84930337h,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
d18957206x,Renault Kaptur,2020,1.6 5MT Life,1140000,Бензин,114,Механическая,Передний,Внедорожник
N-1745703G,Smart Coupe,,,,,,,,
u24432042k,Kia Rio X-line,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
z30508487R,Renault Sandero,2018,1.6 5MT Access,697000,Бензин,82,Механическая,Передний,Хэтчбек
r16294059S,volkswagen Tiguan,2020,1.4 6MT Respect,1749900,Бензин,125,Механическая,Передний,Внедорожник
H-2108091L,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
T-1861418l,Kia Rio X,2020,1.4 6MT Comfort,944900,Бензин,100,Механическая,Передний,Хэтчбек
Y-2287594M,MINI CooperSE,2014,2.0 6AT,1950000,Бензин,231,Классический автомат,Передний,Хэтчбек
S-2262856H,Hyundai Solaris,2020,1.4 6MT Active,780000,Бензин,100,Механическая,Передний,Седан
n14735502c,volkswagen Polo VI,,,,,,,,
S42953963r,Nissan Qashqai,2017,1.2 6MT XE,1413000,Бензин,115,Механическая,Передний,Внедорожник
