car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,min_rating,mean_rating,total_distance,max_speed,total_rides,driver_age_mean,driver_rating_mean,driver_accident_mean,fix_count,avg_destroy_degree,total_work_duration,unique_work_types,feature_min_max_diff,feature_corner,feature_mean,feature_shift,feature_start,feature_nans,feature_quant
B20112755F,Smart ForTwo,economy,petrol,3.18,2013,41277,2014,60.5,engine_ignition,0.1,4.077528735632184,21372632.335617106,199.0133679261376,174,34.98275862068966,8.025862068965518,8.126436781609195,34,2.8000000000000003,845,3,44.036,-0.10673248344554112,3.67782183908046,25322,-0.481,0,12.225999999999999
r-1818598c,Kia Sportage,standart,petrol,4.94,2011,2347,2022,35.76,electro_bug,0.0,4.50603448275862,15453089.8616817,174.11864582581347,174,33.44252873563219,8.030459770114943,8.35632183908046,34,3.088235294117647,916,4,52.633,0.024532618258692008,-14.747597701149425,608170,-23.365,0,-6.29775
b48529290x,VW Polo,economy,petrol,2.9,2013,56221,2014,43.27,break_bug,0.1,5.3196551724137935,7117578.721825608,105.92153806100768,174,34.11494252873563,7.967816091954023,6.896551724137931,34,3.5323529411764705,807,3,8.199,0.28137399080768205,-1.9557528735632184,394225,0.0,0,-0.001
P91727327m,Smart ForFour,economy,petrol,3.36,2017,118282,2015,37.25,wheel_shake,0.1,4.596781609195403,14758029.074631205,165.4200676391832,174,33.98275862068966,8.057471264367816,17.336,34,3.4000000000000004,747,4,19.1,0.11713512621114018,-2.661425287356322,226371,0.0,0,0.0
J20066002Q,VW Tiguan,economy,petrol,3.1,2015,80882,2022,56.63,engine_ignition,0.1,3.8718390804597704,18877752.168065876,189.418776342528,174,37.264367816091955,7.93735632183908,7.057471264367816,34,2.9352941176470586,916,3,56.015,0.06036872114572406,-8.552695402298852,136506,-0.012,0,4.84975
P-2704218g,VW Polo,economy,petrol,4.24,2013,37333,2015,49.58,engine_check,0.1,4.393218390804598,17014293.341732223,168.0,174,33.61494252873563,8.089080459770114,16.805084745762713,34,3.338235294117647,888,4,68.885,-0.20666542173725388,21.180902298850572,215325,4.14,0,30.3955
l-1379405m,Kia Rio X-line,economy,petrol,5.7,2014,70360,2014,32.54,electro_bug,0.0,4.299080459770114,15839193.251518685,184.30251364324383,174,34.839080459770116,7.975287356321839,7.649425287356322,34,3.161764705882353,837,4,65.02000000000001,0.024372753496294284,1.630626436781609,526623,2.169,0,10.8245
C-1517922h,VW Polo,economy,petrol,4.5,2013,47240,2018,32.04,engine_overheat,0.1,4.022068965517241,13299390.419693362,197.30405923349332,174,32.78735632183908,7.900574712643678,10.068965517241379,34,3.9,864,4,24.744,0.09768705485014985,0.3218448275862069,32111,8.604,0,5.1185
I-3302827r,Kia Sportage,standart,petrol,4.66,2011,10964,2018,23.09,gear_stick,0.1,4.560919540229885,18633623.27531226,117.35411293271132,174,34.0632183908046,7.788505747126437,9.17816091954023,34,4.447058823529411,1042,4,15.3,-0.020178933084043497,-1.5912931034482758,116619,-0.0,0,0.001
t-2006618I,Audi A3,premium,petrol,4.8,2017,111541,2021,43.74,electro_bug,0.0,4.272586206896551,11145302.164007286,200.0,174,36.298850574712645,7.9977011494252865,7.0344827586206895,34,4.3088235294117645,797,3,40.55,0.08149005613702348,5.926149425287357,638982,7.698,0,12.387
E-6273926P,Hyundai Solaris,economy,petrol,4.7,2014,66138,2020,26.58,wheel_shake,0.1,4.597701149425287,17797665.907094717,119.0,174,33.21264367816092,8.080459770114942,19.140495867768596,34,3.447058823529412,871,4,44.978,0.032941085637270065,9.873965517241379,63256,30.03,0,16.734499999999997
a10698807I,Hyundai Solaris,economy,petrol,4.0,2015,77172,2020,39.56,break_bug,0.35,5.450287356321839,17904842.255405232,116.39574633496532,174,33.666666666666664,8.059195402298851,7.557471264367816,34,3.3911764705882352,714,4,8.4,0.0018678630635385483,-2.0517298850574712,372184,-0.0,0,-0.0
A15941630F,Kia Sportage,standart,petrol,2.48,2012,24398,2019,50.9,engine_overheat,0.1,4.21816091954023,14302565.324701808,191.6640187876739,174,32.36206896551724,7.829310344827586,9.196531791907514,34,3.0205882352941176,711,5,44.131,0.08302871520027154,-14.582850574712644,10363,4.442,0,-2.38225
t-4403975D,Kia Rio X-line,economy,petrol,5.56,2015,80216,2016,94.98,another_bug,0.1,4.791206896551724,13954704.96642275,200.0,174,34.752873563218394,8.089080459770114,19.89075630252101,34,3.4705882352941178,907,3,8.001,-0.0868539818004332,-0.11493103448275861,640202,-0.0,0,-0.0
R14388702V,Kia Rio X-line,economy,petrol,2.3,2015,77635,2020,65.91,engine_check,0.1,4.6516091954022984,11767959.597159764,174.58479675050268,174,34.2816091954023,8.13390804597701,16.417391304347827,34,2.7058823529411766,891,5,69.168,-0.2937136858298483,1.5987528735632184,250879,-3.687,0,7.111
j-9803131z,Skoda Rapid,economy,petrol,5.48,2014,70225,2015,29.93,electro_bug,0.0,4.313850574712644,22259941.961429138,197.11626122687056,174,34.05172413793103,8.016091954022988,7.103448275862069,34,3.764705882352941,915,4,55.753,-0.030019841145348176,-6.866597701149425,502855,3.384,0,4.416
V-2042242Z,Smart ForTwo,economy,petrol,4.6,2017,124372,2014,52.21,engine_check,0.54,4.565574712643678,10785211.030213717,158.0,174,33.94827586206897,8.099425287356322,14.572649572649572,34,2.3441176470588236,854,3,50.416,-0.06919692812643798,1.2891379310344828,300581,23.866,0,10.761
Q-2229156F,Smart ForTwo,economy,petrol,6.44,2013,41238,2019,55.39,engine_check,0.1,4.724482758620689,13853076.593825825,181.35840883362656,174,33.13793103448276,8.147701149425288,14.981981981981981,34,3.088235294117647,820,4,74.50800000000001,-0.03693166002394638,13.975614942528736,231224,2.065,0,20.4375
P17330852B,VW Polo,economy,petrol,5.72,2013,45196,2019,39.63,gear_stick,0.1,4.351034482758621,13040219.90399173,119.09966024650632,174,33.03448275862069,7.833333333333333,9.109826589595375,34,3.6411764705882352,788,3,29.011,0.0418842408240157,-4.306448275862069,220910,-24.018,0,3.983
f11770501z,Skoda Rapid,economy,petrol,2.98,2016,101520,2017,32.63,break_bug,0.32,5.2925287356321835,9965664.21344631,118.59316915833226,174,34.229885057471265,7.981034482758621,7.179190751445087,34,3.48235294117647,892,4,97.254,0.14497330660130583,-17.458471264367816,446226,-27.269,0,6.3885000000000005
O-7679980f,MINI CooperSE,business,electro,4.38,2013,40181,2021,82.57,engine_ignition,0.1,4.308448275862069,8070298.243789877,195.1367262465161,174,36.247126436781606,8.108620689655172,8.206896551724139,34,2.9382352941176473,921,4,51.910000000000004,0.009422999420737037,8.894827586206898,205065,-0.057,0,23.703
d-4958292z,Hyundai Solaris,economy,petrol,4.72,2012,27466,2019,28.31,wheel_shake,0.22,4.7443103448275865,13181285.331851812,162.79119462060777,174,32.52873563218391,8.14655172413793,15.069565217391304,34,3.2058823529411766,883,4,12.3,-0.045984425838366115,-1.8968333333333331,415121,0.0,0,0.0
i24986996P,Nissan Qashqai,standart,petrol,3.08,2013,41189,2017,35.9,electro_bug,0.0,4.607413793103449,8336693.645284867,179.9811537995444,174,34.08045977011494,8.018965517241378,7.166666666666667,34,3.1411764705882352,905,4,50.488,0.06365504468930164,-19.673988505747126,493629,4.752,0,-9.9545
q96758261e,Smart ForFour,economy,petrol,4.54,2013,38871,2017,77.91,engine_check,0.39,4.79103448275862,10795345.103024974,153.33696388741285,174,34.0,8.065517241379311,17.728,34,2.1941176470588233,825,3,13.901,0.07948570435534798,-2.716637931034483,605638,0.0,0,-0.0
r15504196O,Smart Coupe,economy,petrol,4.38,2017,128424,2015,26.89,break_bug,0.1,5.376149425287356,5660410.065129187,104.77922716181754,174,34.94827586206897,8.01206896551724,8.258620689655173,34,4.176470588235294,973,4,29.029,0.05048315072382397,-5.266620689655172,616497,-25.634,0,2.373
s-9164758n,Renault Kaptur,standart,petrol,3.76,2012,31867,2018,35.62,engine_overheat,0.1,4.102413793103449,17685040.567822613,193.8140948899118,174,33.13793103448276,7.875287356321839,9.10344827586207,34,3.394117647058824,923,4,26.308,-0.09707904072209657,-2.136902298850575,628721,6.399,0,1.1795
R16339581p,Hyundai Solaris,economy,petrol,4.9,2014,53778,2016,73.15,another_bug,0.1,4.966781609195403,13456073.457068102,191.0,174,33.99425287356322,8.062068965517241,15.34920634920635,34,3.4823529411764707,806,4,8.001,0.09576036143417216,-0.15539655172413794,252249,0.0,0,0.0
Z92202314D,VW Polo VI,economy,petrol,4.52,2015,79469,2014,28.93,engine_overheat,0.1,4.045172413793104,9210214.543163469,197.44722010910607,174,33.54597701149425,7.896551724137931,8.80232558139535,34,3.841176470588235,858,4,37.61,-0.10355045206328622,3.682729885057471,362532,-1.058,0,11.162749999999999
A10851146v,VW Polo,economy,petrol,4.38,2014,64605,2019,32.24,break_bug,0.1,5.357183908045977,14171272.89538091,106.57751824343904,174,34.275862068965516,8.052873563218391,7.902298850574713,34,4.594117647058823,1070,3,54.493,-0.03792154271813728,-4.1642068965517245,8219,-11.583,0,6.23675
Z49218892E,VW Polo VI,economy,petrol,3.22,2014,55056,2015,37.95,gear_stick,0.1,4.503793103448276,1478866.3194710591,117.98874953464332,174,32.672413793103445,7.9270114942528735,8.591954022988507,34,3.9970588235294118,900,3,75.617,-0.005509148649263937,-12.821,360524,0.455,0,1.0939999999999999
Y10613935s,Skoda Rapid,economy,petrol,4.2,2016,88360,2016,26.05,break_bug,0.1,5.304942528735633,10214307.811628377,114.0,174,34.0,8.038505747126438,7.431034482758621,34,4.264705882352941,850,4,81.528,0.016673766782382086,-23.41389655172414,342188,-27.976,0,2.512
C-6633868m,Skoda Rapid,economy,petrol,4.98,2016,94149,2021,34.76,wheel_shake,0.1,4.773793103448276,13647243.536712484,120.7491570030344,174,33.54597701149425,7.980459770114942,16.31858407079646,34,3.4647058823529413,866,4,48.82,-0.02940076507143253,11.839350574712643,37159,16.56,0,21.99025
R12442788C,Nissan Qashqai,standart,petrol,3.78,2015,88326,2019,61.61,engine_ignition,0.1,4.191149425287357,21926610.21889629,196.0,174,34.44827586206897,8.104022988505747,7.551724137931035,34,2.764705882352941,906,5,29.077,0.050195139551982265,13.20403448275862,250134,1.246,0,17.89125
N-2189109n,Renault Kaptur,standart,petrol,4.94,2015,83708,2014,45.57,engine_fuel,0.1,4.307471264367816,13472840.098434988,190.94752262171028,174,33.04022988505747,8.102298850574712,16.54237288135593,34,3.385294117647059,906,4,60.25,0.025379888433283725,25.51266091954023,185402,1.597,0,41.78525
x-1111076W,VW Polo VI,economy,petrol,5.7,2015,82708,2014,35.65,electro_bug,0.0,4.549080459770114,11911291.161270812,173.93107580561323,174,34.7183908045977,8.004022988505747,7.959770114942529,34,3.447058823529412,754,4,62.326,-0.11662503772174204,-29.01891379310345,695952,0.674,0,-19.9955
e23025129X,Nissan Qashqai,standart,petrol,3.74,2011,1219,2018,34.21,break_bug,0.1,5.415057471264368,12221017.454419818,104.98422467976398,174,33.172413793103445,7.977011494252873,7.705202312138728,34,3.273529411764706,746,4,29.011000000000003,0.03584343273257652,-3.041770114942529,433999,-6.225,0,3.78
I-1847374X,VW Polo VI,economy,petrol,5.58,2015,78994,2019,67.3,engine_ignition,0.1,4.161436781609195,12620659.30033434,194.37575864887563,174,34.68390804597701,8.074137931034484,7.526011560693641,34,2.4382352941176473,847,4,31.311,-0.1390518596725029,13.495511494252874,114237,0.548,0,21.12075
k15171262X,Smart ForFour,economy,petrol,3.74,2016,105659,2018,46.62,engine_overheat,0.1,4.123908045977011,4941844.209409777,180.98073013190012,174,33.39655172413793,7.830459770114943,9.369942196531792,34,4.1911764705882355,926,4,35.007999999999996,-0.2175914820993733,2.4244482758620687,518627,7.185,0,8.2605
d-2112406w,Renault Kaptur,standart,petrol,5.08,2015,87536,2021,45.21,break_bug,0.69,5.298103448275862,12565118.503728867,107.7391980093802,174,34.91379310344828,7.974712643678161,7.2988505747126435,34,2.926470588235294,797,4,40.912000000000006,-0.1301352824640686,2.942637931034483,412331,5.415,0,8.804499999999999
x-1408552U,VW Polo VI,economy,petrol,3.6,2013,41213,2017,30.62,wheel_shake,0.1,4.585114942528736,12323477.645439748,121.11572909053284,174,34.56896551724138,8.114942528735632,15.358333333333333,34,3.9558823529411766,748,4,32.421,-0.09040277211685804,-1.7194540229885058,697853,12.345,0,4.2805
Z34332118r,Smart Coupe,economy,petrol,3.64,2013,38897,2021,60.45,engine_ignition,0.1,4.3180459770114945,15661299.937939333,193.0,174,33.94252873563219,7.999425287356322,7.166666666666667,34,2.8441176470588236,1076,4,15.3,-0.01681684972670574,-3.9994540229885054,360168,0.0,0,0.001
h-2930740k,Audi A4,premium,petrol,4.72,2017,116983,2017,45.76,engine_overheat,0.1,4.463218390804598,12585431.817308484,188.0,174,34.56896551724138,8.0,9.60919540229885,34,3.179411764705882,695,4,33.872,-0.12668493366286002,5.373419540229885,471418,11.981,0,12.9045
V-9728915a,VW Polo VI,economy,petrol,4.54,2014,70612,2019,27.68,engine_overheat,0.1,4.076609195402299,21896242.970119245,198.32389317110048,174,34.235632183908045,7.793103448275862,8.988505747126437,34,3.7470588235294118,804,4,51.29600000000001,0.17118143158176452,-7.703747126436782,304038,1.169,0,2.45575
M17938835z,Skoda Rapid,economy,petrol,3.32,2015,94780,2016,40.69,wheel_shake,0.1,4.589367816091953,9979294.116604712,119.0,174,33.735632183908045,8.064367816091954,17.736842105263158,34,3.4441176470588233,826,5,44.001999999999995,0.2834072016927977,6.281195402298851,176594,0.002,0,17.45475
d42149834P,Nissan Qashqai,standart,petrol,3.86,2012,25720,2022,38.89,engine_fuel,0.1,3.749770114942529,18239356.531710144,193.1903193516084,174,34.01724137931034,8.15344827586207,14.130434782608695,34,3.4382352941176473,730,4,47.982,-0.0782187775950199,-6.852327586206897,422564,-3.678,0,2.2422500000000003
y37826050q,Smart ForFour,economy,petrol,4.34,2017,122107,2018,53.81,engine_check,0.1,4.4671839080459765,17678945.10331676,170.55702493153137,174,33.758620689655174,8.12183908045977,15.584,34,3.152941176470588,905,3,88.744,-0.11704413946655927,-3.0122183908045974,721851,-1.662,0,19.68725
j-1349295E,Renault Kaptur,standart,petrol,5.16,2011,4212,2015,34.37,engine_overheat,0.1,4.150459770114942,14188760.302758113,195.8573427531956,174,32.867816091954026,7.900574712643678,9.362068965517242,34,3.235294117647059,929,4,65.517,-0.006140796842515002,-3.590275862068965,497898,-0.142,0,8.346
I47319182n,Kia Rio X-line,economy,petrol,3.58,2013,44588,2018,29.17,engine_overheat,0.1,4.372011494252874,19677106.440373316,183.40823464876328,174,32.55172413793103,7.817816091954023,9.630057803468208,34,3.905882352941177,935,4,33.628,0.003093376626813045,-6.221316091954023,125911,8.479,0,2.16825
f-1300760u,Kia Sportage,standart,petrol,5.3,2011,2427,2019,22.39,break_bug,1.1,5.353793103448276,13084034.977011835,110.49121563092096,174,33.747126436781606,8.01494252873563,7.040229885057471,34,3.991176470588235,811,4,94.412,-0.12561962707629387,-38.39235632183908,438371,2.596,0,-1.21875
v14623001k,Smart Coupe,economy,petrol,0.98,2017,119398,2014,65.13,another_bug,0.59,4.85264367816092,13666634.067789443,190.0,174,33.01149425287356,8.167816091954023,14.338983050847459,34,3.623529411764706,909,4,7.001,-0.06951600032077333,-0.08013218390804598,676011,0.0,0,0.001
f-1863210S,Hyundai Solaris,economy,petrol,4.86,2011,5638,2018,103.14,another_bug,0.1,4.5329310344827585,10762647.126185915,191.0,174,32.98850574712644,8.12183908045977,16.133928571428573,34,2.926470588235294,799,4,62.126,-0.04204202503225815,15.698557471264367,440821,8.005,0,22.7485
t94682640x,Kia Rio X,economy,petrol,3.08,2015,83715,2022,51.16,engine_overheat,0.1,4.150459770114942,8031268.491082722,199.3953804796364,174,33.189655172413794,7.789655172413793,8.936416184971097,34,3.1882352941176473,756,4,15.129,-0.07716727723979416,-3.912040229885058,650887,0.0,0,0.0
L-6391483w,Skoda Rapid,economy,petrol,4.4,2016,90059,2020,30.12,engine_overheat,0.1,4.095,14014056.82953846,189.48483782671656,174,33.6551724137931,7.8902298850574715,9.057803468208093,34,3.979411764705883,978,4,50.07000000000001,0.02871865095377984,2.2525,159492,12.944,0,8.0645
s18030533g,VW Polo VI,economy,petrol,3.78,2012,24891,2016,40.49,break_bug,0.1,5.539770114942528,13431708.578820394,117.77742212019918,174,33.21264367816092,8.066666666666666,8.040229885057471,34,3.408823529411765,811,4,66.015,-0.13322886834923578,-8.53435632183908,632121,0.048,0,2.6470000000000002
I-3655411V,VW Polo VI,economy,petrol,4.06,2014,69131,2017,28.04,electro_bug,0.0,4.433390804597701,13709786.447998155,200.0,174,34.235632183908045,8.021264367816093,7.511494252873563,34,4.3088235294117645,996,4,43.462999999999994,-0.09921226332604495,5.004735632183908,116803,-4.395,0,9.868
Q-3432704o,VW Tiguan,economy,petrol,4.82,2016,95302,2019,57.08,engine_overheat,0.1,4.107241379310345,16031666.428979764,184.7762604991148,174,35.54597701149425,7.769540229885058,8.436781609195402,34,3.2147058823529413,894,3,42.568000000000005,-0.07441427031421724,18.988649425287356,232036,3.511,0,27.4345
d-3700930e,Kia Rio,economy,petrol,4.52,2013,49610,2014,61.11,engine_ignition,0.1,4.025517241379311,11911696.19359929,197.83680572200964,174,35.17816091954023,7.969540229885058,7.045977011494253,34,2.4794117647058824,957,4,65.586,-0.12549663992309265,14.392752873563218,414210,-1.361,0,31.2605
R-1779027F,Renault Kaptur,standart,petrol,6.34,2011,3267,2022,34.08,gear_stick,0.39,4.548103448275862,11994636.444030538,109.2672146508836,174,32.97126436781609,7.8999999999999995,9.626436781609195,34,2.9499999999999997,848,4,29.011,0.021390750731746958,-5.958689655172413,245676,-2.913,0,2.084
K-2177169P,Smart Coupe,economy,petrol,4.82,2014,66742,2020,50.34,engine_ignition,0.1,4.113735632183908,20470240.35767672,194.6902927915374,174,35.13793103448276,7.961494252873563,6.977011494252873,34,3.423529411764706,906,4,60.891999999999996,-0.21064009247005847,14.202683908045977,143469,1.132,0,23.57375
B-1448242P,VW Tiguan,economy,petrol,4.48,2017,135569,2019,28.72,gear_stick,0.1,4.460172413793104,6303441.044048132,114.79487351587387,174,34.92528735632184,7.897126436781608,9.114942528735632,34,3.3323529411764703,873,4,80.756,-0.005719100489854844,-40.861781609195404,16452,-34.627,0,-20.918499999999998
V-1493273B,Renault Sandero,standart,petrol,6.02,2015,74211,2019,37.61,engine_fuel,0.1,4.445862068965518,12596567.268159552,190.8473943144048,174,32.94252873563219,8.148850574712645,19.336283185840706,34,3.144117647058824,895,4,66.302,0.020206432290522592,37.52939655172413,298674,3.102,0,56.047000000000004
Z-2128377r,Kia Rio X-line,economy,petrol,4.48,2012,23765,2014,53.5,engine_check,0.36,4.512931034482759,14089395.0362456,156.03245180846363,174,32.798850574712645,8.120689655172415,17.275590551181104,34,3.0500000000000003,839,4,9.802999999999999,0.04314091940082986,-2.5296724137931035,350371,-0.0,0,-0.0
j-1994836d,Kia Rio X,economy,petrol,4.44,2015,89113,2016,29.1,wheel_shake,0.1,4.567126436781609,17227580.04255133,116.0,174,34.62643678160919,8.129310344827585,15.34862385321101,34,3.2794117647058822,803,4,51.073,0.08087362736137084,27.47869540229885,499828,30.486,0,38.6325
I-2255959U,VW Polo,economy,petrol,5.94,2013,47661,2017,24.05,gear_stick,0.1,4.479597701149426,14099177.908450391,109.91340936660404,174,34.839080459770116,7.853448275862069,8.635838150289016,34,4.05,943,4,37.006,0.03999841528319077,-7.594965517241379,115645,1.1,0,1.099
P-2041199z,VW Polo,economy,petrol,4.7,2013,42215,2016,34.61,engine_overheat,0.1,4.075402298850575,18576142.553293813,181.6296675817976,174,33.01724137931034,7.86551724137931,8.680232558139535,34,2.6882352941176473,806,4,33.791000000000004,-0.08055359270273217,-8.464649425287355,214436,4.006,0,-2.9185000000000003
R15066591E,Renault Kaptur,standart,petrol,3.88,2014,60613,2019,22.14,break_bug,0.37,5.445229885057471,10116557.591896258,131.5601460220393,174,35.51724137931034,7.894827586206897,7.402298850574713,34,4.5588235294117645,1026,3,29.006,-0.1561919745913548,-4.408977011494253,251106,-3.292,0,2.712
G10820921U,Renault Sandero,standart,petrol,4.42,2015,78525,2022,102.48,another_bug,0.1,4.673218390804598,17103862.577208605,187.0,174,34.270114942528735,8.152298850574713,18.376,34,3.138235294117647,821,4,60.159,0.005852368734137648,27.94182183908046,89333,13.392,0,42.268499999999996
B-1357696S,Kia Rio X,economy,petrol,4.46,2012,30674,2021,71.28,another_bug,0.1,4.74683908045977,22021084.370032907,194.0,174,34.264367816091955,7.9798850574712645,14.704347826086957,34,3.6911764705882355,834,3,120.746,-0.01292141416885868,-5.223350574712644,16095,2.013,0,17.5755
h16279695K,Smart Coupe,economy,petrol,3.46,2016,94217,2021,35.43,wheel_shake,0.54,4.573448275862069,14437615.30394679,120.8184660589458,174,33.804597701149426,8.058620689655173,16.983333333333334,34,4.120588235294117,902,4,14.101,0.001629872748892344,-2.4690689655172413,476557,0.0,0,-0.001
R16902447f,Mini Cooper,business,petrol,4.1,2012,20824,2016,43.14,gear_stick,0.1,4.418218390804598,13974387.800326731,111.31206370407529,174,33.89655172413793,7.891954022988506,9.235632183908047,34,2.976470588235294,833,4,79.389,-0.06655138032015809,-25.16882183908046,252547,3.367,0,-2.3289999999999997
S-6684161s,Hyundai Solaris,economy,petrol,5.4,2015,87468,2021,38.27,engine_overheat,0.1,4.516896551724138,24664170.03420172,170.0,174,33.3448275862069,7.790229885057471,9.3121387283237,34,3.8676470588235294,801,4,53.292,0.05244700363519883,-11.626034482758621,263547,7.796,0,0.7645
h17861805G,Kia Rio X,economy,petrol,1.04,2014,72790,2021,54.52,engine_ignition,0.1,4.2555172413793105,17008131.790687475,189.1239742348236,174,35.02298850574713,7.975862068965517,7.212643678160919,34,3.235294117647059,910,4,39.056,-0.11724330000279738,11.693505747126437,477895,0.028,0,20.12375
S54723559F,Hyundai Solaris,economy,petrol,5.04,2013,43721,2016,25.73,wheel_shake,0.1,4.576551724137931,12161782.239341052,122.7288694259307,174,34.89655172413793,8.077586206896552,16.11304347826087,34,3.7088235294117644,998,3,12.899999999999999,-0.024267419804372147,-2.131505747126437,271562,-0.0,0,0.0
C-1103176C,Smart Coupe,economy,petrol,4.74,2014,59095,2015,31.31,electro_bug,0.0,4.056609195402299,9378145.322591655,199.0605563103869,174,34.724137931034484,7.987931034482759,7.402298850574713,34,4.008823529411765,885,4,43.113,-0.26463356109215586,7.902603448275862,30583,5.111,0,14.95775
z41508842z,Skoda Rapid,economy,petrol,3.52,2015,83333,2021,28.4,engine_overheat,0.1,4.067931034482759,17548279.5965073,197.91165934167572,174,34.85057471264368,7.872413793103448,9.138728323699421,34,3.429411764705882,916,3,35.009,-0.3086783881021483,-9.55707471264368,736298,4.365,0,-1.56275
d16699323u,Kia Rio X,economy,petrol,4.68,2015,72155,2016,51.25,engine_ignition,0.1,4.24632183908046,8600717.899110386,188.1863287623172,174,36.35632183908046,7.986781609195402,7.362068965517241,34,3.591176470588235,1004,3,58.632999999999996,-0.045044358793972394,21.53968390804598,419955,0.907,0,33.931
C17311656B,Kia Sportage,standart,petrol,4.48,2014,65533,2016,31.59,gear_stick,0.1,4.2267816091954025,11603693.031882366,106.55324987378296,174,33.2816091954023,7.798275862068966,8.82183908045977,34,3.3147058823529414,850,4,36.006,-0.09045370885813903,-3.5706494252873564,42082,4.387,0,4.395
B37768184I,Audi A3,premium,petrol,5.18,2015,91210,2020,49.74,break_bug,0.1,5.360574712643678,11706664.29334013,122.23482458899034,174,35.5919540229885,8.086206896551724,7.241379310344827,34,3.144117647058824,894,3,68.57,-0.07295626978461457,-7.605706896551724,27395,5.781,0,11.45525
f21340662W,Renault Kaptur,standart,petrol,3.2,2015,73265,2018,78.58,another_bug,0.27,4.6129310344827585,5268451.728787019,200.0,174,33.339080459770116,8.123563218390805,19.34710743801653,34,3.4529411764705884,855,4,56.685,-0.0633145402795562,-14.27158620689655,449704,-14.033,0,-2.6157500000000002
z56003561k,Smart Coupe,economy,petrol,4.06,2014,69285,2014,81.63,another_bug,0.1,4.695919540229886,19344765.266803052,195.04778556322532,174,34.03448275862069,8.032183908045976,16.921739130434784,34,3.179411764705882,872,4,44.933,-0.07620447466105,-0.444528735632184,737621,-11.835,0,3.4945
F68295874Z,Renault Kaptur,standart,petrol,4.32,2015,88574,2017,46.34,engine_check,0.1,4.439655172413793,12228822.117047489,150.1721763780557,174,34.298850574712645,8.124137931034483,16.76991150442478,34,2.361764705882353,857,3,61.611,-0.04864423043986463,-10.501890804597702,82167,6.176,0,5.5455000000000005
Q19307898c,Kia Rio X,economy,petrol,3.04,2013,43207,2017,48.69,engine_check,0.1,4.761264367816092,10339137.323120212,156.0,174,33.247126436781606,8.08103448275862,17.875,34,3.338235294117647,924,4,65.656,-0.09239698446203369,0.10411494252873571,238307,1.067,0,7.782
D-1319701n,Smart ForFour,economy,petrol,5.08,2017,110853,2017,35.93,break_bug,0.1,5.298793103448276,12795511.79352626,109.04047749823656,174,33.5,8.025862068965518,7.655172413793103,34,3.6029411764705883,858,3,95.79400000000001,-0.11735003774260597,-21.244183908045976,46880,2.916,0,10.33575
y-6093462X,VW Polo,economy,petrol,5.0,2012,24149,2021,34.65,electro_bug,0.0,4.49896551724138,11998228.710873885,170.73754945808653,174,33.97701149425287,8.003448275862068,7.265895953757226,34,2.7323529411764707,914,4,51.293,0.11595146075930056,3.476034482758621,715334,1.363,0,9.89625
q20118649S,Kia Rio X,economy,petrol,4.5,2012,20871,2017,23.93,engine_fuel,0.1,4.266379310344828,11639605.659948159,182.05330398041227,174,34.0919540229885,8.051149425287356,18.41269841269841,34,4.017647058823529,979,4,55.474000000000004,0.14344391210481364,0.4294252873563219,601957,-0.681,0,5.2325
Q10035994a,Smart Coupe,economy,petrol,2.72,2016,97460,2020,40.53,gear_stick,0.4,4.578218390804598,10584596.326119633,97.43197312709076,174,33.333333333333336,7.816091954022989,9.401162790697674,34,3.552941176470588,807,4,29.025,-0.031576034793944795,-6.155201149425288,234774,-26.342,0,2.668
L-4452446Z,Renault Sandero,standart,petrol,4.14,2013,41962,2016,56.39,another_bug,0.1,4.493448275862069,15993199.470664706,189.415752709356,174,33.02298850574713,8.149425287356323,14.097560975609756,34,4.3088235294117645,935,4,58.0,-0.022711487070109036,-9.270724137931035,158348,-0.954,0,1.41225
M-3227100t,VW Polo,economy,petrol,5.02,2012,21148,2016,51.42,engine_overheat,0.1,3.9573563218390806,8308833.135890617,198.3672318203993,174,33.735632183908045,7.794827586206896,9.473988439306359,34,3.4441176470588233,761,4,31.948999999999998,-0.16215229020123634,-5.6785977011494255,171155,9.159,0,0.6305000000000001
B88120693S,Renault Sandero,standart,petrol,3.68,2014,62343,2020,63.51,engine_ignition,0.1,4.210172413793104,8402973.109770024,175.26045288446076,174,32.87931034482759,8.004597701149425,7.919540229885057,34,3.158823529411765,776,3,42.208,0.019603587306292802,1.254419540229885,29671,3.168,0,9.172500000000001
m16516804p,Kia Rio X-line,economy,petrol,4.98,2014,59833,2014,44.54,engine_fuel,0.1,3.964655172413793,15676809.018541276,166.50377958807002,174,34.10919540229885,8.067816091954024,16.982456140350877,34,2.7529411764705882,899,3,36.479,-0.0039573982084978206,7.3945,546799,-0.189,0,14.9875
P19653432E,Hyundai Solaris,economy,petrol,3.5,2015,76001,2018,54.36,engine_ignition,0.1,4.1417816091954025,12155217.875242645,190.44310647145437,174,33.95402298850575,7.998850574712644,7.827586206896552,34,2.888235294117647,897,4,15.299,-0.05254055910756255,-4.001275862068965,221780,-0.0,0,-0.001
